영업일자,영업장명_메뉴명,매출수량,요일,주중,주말,공휴일
2023-01-04,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-01-05,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-01-06,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-01-07,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-01-08,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-01-09,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-01-10,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-01-11,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-01-12,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-01-13,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-01-14,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-01-15,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-01-16,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-01-17,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-01-18,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-01-19,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-01-20,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-01-21,담하_담하 한우 불고기 정식,0,토,0,1,1
2023-01-22,담하_담하 한우 불고기 정식,0,일,0,1,1
2023-01-23,담하_담하 한우 불고기 정식,0,월,1,0,1
2023-01-24,담하_담하 한우 불고기 정식,0,화,1,0,1
2023-01-25,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-01-26,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-01-27,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-01-28,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-01-29,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-01-30,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-01-31,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-02-01,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-02-02,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-02-03,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-02-04,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-02-05,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-02-06,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-02-07,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-02-08,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-02-09,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-02-10,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-02-11,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-02-12,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-02-13,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-02-14,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-02-15,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-02-16,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-02-17,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-02-18,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-02-19,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-02-20,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-02-21,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-02-22,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-02-23,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-02-24,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-02-25,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-02-26,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-02-27,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-02-28,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-03-01,담하_담하 한우 불고기 정식,0,수,1,0,1
2023-03-02,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-03-03,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-03-04,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-03-05,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-03-06,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-03-07,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-03-08,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-03-09,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-03-10,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-03-11,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-03-12,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-03-13,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-03-14,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-03-15,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-03-16,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-03-17,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-03-18,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-03-19,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-03-20,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-03-21,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-03-22,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-03-23,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-03-24,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-03-25,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-03-26,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-03-27,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-03-28,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-03-29,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-03-30,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-03-31,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-04-01,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-04-02,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-04-03,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-04-04,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-04-05,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-04-06,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-04-07,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-04-08,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-04-09,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-04-10,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-04-11,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-04-12,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-04-13,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-04-14,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-04-15,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-04-16,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-04-17,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-04-18,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-04-19,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-04-20,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-04-21,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-04-22,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-04-23,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-04-24,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-04-25,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-04-26,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-04-27,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-04-28,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-04-29,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-04-30,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-05-01,담하_담하 한우 불고기 정식,0,월,1,0,1
2023-05-02,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-05-03,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-05-04,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-05-05,담하_담하 한우 불고기 정식,0,금,1,0,1
2023-05-06,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-05-07,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-05-08,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-05-09,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-05-10,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-05-11,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-05-12,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-05-13,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-05-14,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-05-15,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-05-16,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-05-17,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-05-18,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-05-19,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-05-20,담하_담하 한우 불고기 정식,0,토,0,1,0
2023-05-21,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-05-22,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-05-23,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-05-24,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-05-25,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-05-26,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-05-27,담하_담하 한우 불고기 정식,0,토,0,1,1
2023-05-28,담하_담하 한우 불고기 정식,0,일,0,1,0
2023-05-29,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-05-30,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-05-31,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-06-01,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-06-02,담하_담하 한우 불고기 정식,2,금,1,0,0
2023-06-03,담하_담하 한우 불고기 정식,14,토,0,1,0
2023-06-04,담하_담하 한우 불고기 정식,34,일,0,1,0
2023-06-05,담하_담하 한우 불고기 정식,31,월,1,0,0
2023-06-06,담하_담하 한우 불고기 정식,24,화,1,0,1
2023-06-07,담하_담하 한우 불고기 정식,6,수,1,0,0
2023-06-08,담하_담하 한우 불고기 정식,9,목,1,0,0
2023-06-09,담하_담하 한우 불고기 정식,14,금,1,0,0
2023-06-10,담하_담하 한우 불고기 정식,13,토,0,1,0
2023-06-11,담하_담하 한우 불고기 정식,9,일,0,1,0
2023-06-12,담하_담하 한우 불고기 정식,6,월,1,0,0
2023-06-13,담하_담하 한우 불고기 정식,5,화,1,0,0
2023-06-14,담하_담하 한우 불고기 정식,2,수,1,0,0
2023-06-15,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-06-16,담하_담하 한우 불고기 정식,8,금,1,0,0
2023-06-17,담하_담하 한우 불고기 정식,25,토,0,1,0
2023-06-18,담하_담하 한우 불고기 정식,26,일,0,1,0
2023-06-19,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-06-20,담하_담하 한우 불고기 정식,2,화,1,0,0
2023-06-21,담하_담하 한우 불고기 정식,6,수,1,0,0
2023-06-22,담하_담하 한우 불고기 정식,8,목,1,0,0
2023-06-23,담하_담하 한우 불고기 정식,20,금,1,0,0
2023-06-24,담하_담하 한우 불고기 정식,33,토,0,1,0
2023-06-25,담하_담하 한우 불고기 정식,20,일,0,1,0
2023-06-26,담하_담하 한우 불고기 정식,7,월,1,0,0
2023-06-27,담하_담하 한우 불고기 정식,24,화,1,0,0
2023-06-28,담하_담하 한우 불고기 정식,9,수,1,0,0
2023-06-29,담하_담하 한우 불고기 정식,9,목,1,0,0
2023-06-30,담하_담하 한우 불고기 정식,10,금,1,0,0
2023-07-01,담하_담하 한우 불고기 정식,26,토,0,1,0
2023-07-02,담하_담하 한우 불고기 정식,19,일,0,1,0
2023-07-03,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-07-04,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-07-05,담하_담하 한우 불고기 정식,3,수,1,0,0
2023-07-06,담하_담하 한우 불고기 정식,2,목,1,0,0
2023-07-07,담하_담하 한우 불고기 정식,14,금,1,0,0
2023-07-08,담하_담하 한우 불고기 정식,14,토,0,1,0
2023-07-09,담하_담하 한우 불고기 정식,13,일,0,1,0
2023-07-10,담하_담하 한우 불고기 정식,5,월,1,0,0
2023-07-11,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-07-12,담하_담하 한우 불고기 정식,6,수,1,0,0
2023-07-13,담하_담하 한우 불고기 정식,6,목,1,0,0
2023-07-14,담하_담하 한우 불고기 정식,22,금,1,0,0
2023-07-15,담하_담하 한우 불고기 정식,9,토,0,1,0
2023-07-16,담하_담하 한우 불고기 정식,5,일,0,1,0
2023-07-17,담하_담하 한우 불고기 정식,4,월,1,0,0
2023-07-18,담하_담하 한우 불고기 정식,9,화,1,0,0
2023-07-19,담하_담하 한우 불고기 정식,3,수,1,0,0
2023-07-20,담하_담하 한우 불고기 정식,8,목,1,0,0
2023-07-21,담하_담하 한우 불고기 정식,5,금,1,0,0
2023-07-22,담하_담하 한우 불고기 정식,21,토,0,1,0
2023-07-23,담하_담하 한우 불고기 정식,17,일,0,1,0
2023-07-24,담하_담하 한우 불고기 정식,12,월,1,0,0
2023-07-25,담하_담하 한우 불고기 정식,22,화,1,0,0
2023-07-26,담하_담하 한우 불고기 정식,14,수,1,0,0
2023-07-27,담하_담하 한우 불고기 정식,4,목,1,0,0
2023-07-28,담하_담하 한우 불고기 정식,11,금,1,0,0
2023-07-29,담하_담하 한우 불고기 정식,26,토,0,1,0
2023-07-30,담하_담하 한우 불고기 정식,31,일,0,1,0
2023-07-31,담하_담하 한우 불고기 정식,25,월,1,0,0
2023-08-01,담하_담하 한우 불고기 정식,20,화,1,0,0
2023-08-02,담하_담하 한우 불고기 정식,26,수,1,0,0
2023-08-03,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-08-04,담하_담하 한우 불고기 정식,14,금,1,0,0
2023-08-05,담하_담하 한우 불고기 정식,14,토,0,1,0
2023-08-06,담하_담하 한우 불고기 정식,17,일,0,1,0
2023-08-07,담하_담하 한우 불고기 정식,6,월,1,0,0
2023-08-08,담하_담하 한우 불고기 정식,2,화,1,0,0
2023-08-09,담하_담하 한우 불고기 정식,18,수,1,0,0
2023-08-10,담하_담하 한우 불고기 정식,17,목,1,0,0
2023-08-11,담하_담하 한우 불고기 정식,0,금,1,0,0
2023-08-12,담하_담하 한우 불고기 정식,15,토,0,1,0
2023-08-13,담하_담하 한우 불고기 정식,18,일,0,1,0
2023-08-14,담하_담하 한우 불고기 정식,13,월,1,0,0
2023-08-15,담하_담하 한우 불고기 정식,29,화,1,0,1
2023-08-16,담하_담하 한우 불고기 정식,2,수,1,0,0
2023-08-17,담하_담하 한우 불고기 정식,7,목,1,0,0
2023-08-18,담하_담하 한우 불고기 정식,2,금,1,0,0
2023-08-19,담하_담하 한우 불고기 정식,10,토,0,1,0
2023-08-20,담하_담하 한우 불고기 정식,11,일,0,1,0
2023-08-21,담하_담하 한우 불고기 정식,10,월,1,0,0
2023-08-22,담하_담하 한우 불고기 정식,6,화,1,0,0
2023-08-23,담하_담하 한우 불고기 정식,32,수,1,0,0
2023-08-24,담하_담하 한우 불고기 정식,6,목,1,0,0
2023-08-25,담하_담하 한우 불고기 정식,13,금,1,0,0
2023-08-26,담하_담하 한우 불고기 정식,14,토,0,1,0
2023-08-27,담하_담하 한우 불고기 정식,24,일,0,1,0
2023-08-28,담하_담하 한우 불고기 정식,19,월,1,0,0
2023-08-29,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-08-30,담하_담하 한우 불고기 정식,12,수,1,0,0
2023-08-31,담하_담하 한우 불고기 정식,11,목,1,0,0
2023-09-01,담하_담하 한우 불고기 정식,6,금,1,0,0
2023-09-02,담하_담하 한우 불고기 정식,12,토,0,1,0
2023-09-03,담하_담하 한우 불고기 정식,43,일,0,1,0
2023-09-04,담하_담하 한우 불고기 정식,2,월,1,0,0
2023-09-05,담하_담하 한우 불고기 정식,3,화,1,0,0
2023-09-06,담하_담하 한우 불고기 정식,3,수,1,0,0
2023-09-07,담하_담하 한우 불고기 정식,23,목,1,0,0
2023-09-08,담하_담하 한우 불고기 정식,4,금,1,0,0
2023-09-09,담하_담하 한우 불고기 정식,19,토,0,1,0
2023-09-10,담하_담하 한우 불고기 정식,21,일,0,1,0
2023-09-11,담하_담하 한우 불고기 정식,8,월,1,0,0
2023-09-12,담하_담하 한우 불고기 정식,2,화,1,0,0
2023-09-13,담하_담하 한우 불고기 정식,2,수,1,0,0
2023-09-14,담하_담하 한우 불고기 정식,11,목,1,0,0
2023-09-15,담하_담하 한우 불고기 정식,23,금,1,0,0
2023-09-16,담하_담하 한우 불고기 정식,56,토,0,1,0
2023-09-17,담하_담하 한우 불고기 정식,30,일,0,1,0
2023-09-18,담하_담하 한우 불고기 정식,4,월,1,0,0
2023-09-19,담하_담하 한우 불고기 정식,0,화,1,0,0
2023-09-20,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-09-21,담하_담하 한우 불고기 정식,25,목,1,0,0
2023-09-22,담하_담하 한우 불고기 정식,12,금,1,0,0
2023-09-23,담하_담하 한우 불고기 정식,25,토,0,1,0
2023-09-24,담하_담하 한우 불고기 정식,17,일,0,1,0
2023-09-25,담하_담하 한우 불고기 정식,5,월,1,0,0
2023-09-26,담하_담하 한우 불고기 정식,9,화,1,0,0
2023-09-27,담하_담하 한우 불고기 정식,4,수,1,0,0
2023-09-28,담하_담하 한우 불고기 정식,54,목,1,0,1
2023-09-29,담하_담하 한우 불고기 정식,77,금,1,0,1
2023-09-30,담하_담하 한우 불고기 정식,41,토,0,1,1
2023-10-01,담하_담하 한우 불고기 정식,41,일,0,1,0
2023-10-02,담하_담하 한우 불고기 정식,50,월,1,0,1
2023-10-03,담하_담하 한우 불고기 정식,56,화,1,0,1
2023-10-04,담하_담하 한우 불고기 정식,10,수,1,0,0
2023-10-05,담하_담하 한우 불고기 정식,10,목,1,0,0
2023-10-06,담하_담하 한우 불고기 정식,35,금,1,0,0
2023-10-07,담하_담하 한우 불고기 정식,45,토,0,1,0
2023-10-08,담하_담하 한우 불고기 정식,67,일,0,1,0
2023-10-09,담하_담하 한우 불고기 정식,45,월,1,0,1
2023-10-10,담하_담하 한우 불고기 정식,21,화,1,0,0
2023-10-11,담하_담하 한우 불고기 정식,33,수,1,0,0
2023-10-12,담하_담하 한우 불고기 정식,31,목,1,0,0
2023-10-13,담하_담하 한우 불고기 정식,35,금,1,0,0
2023-10-14,담하_담하 한우 불고기 정식,31,토,0,1,0
2023-10-15,담하_담하 한우 불고기 정식,36,일,0,1,0
2023-10-16,담하_담하 한우 불고기 정식,14,월,1,0,0
2023-10-17,담하_담하 한우 불고기 정식,63,화,1,0,0
2023-10-18,담하_담하 한우 불고기 정식,28,수,1,0,0
2023-10-19,담하_담하 한우 불고기 정식,67,목,1,0,0
2023-10-20,담하_담하 한우 불고기 정식,33,금,1,0,0
2023-10-21,담하_담하 한우 불고기 정식,29,토,0,1,0
2023-10-22,담하_담하 한우 불고기 정식,35,일,0,1,0
2023-10-23,담하_담하 한우 불고기 정식,64,월,1,0,0
2023-10-24,담하_담하 한우 불고기 정식,72,화,1,0,0
2023-10-25,담하_담하 한우 불고기 정식,30,수,1,0,0
2023-10-26,담하_담하 한우 불고기 정식,50,목,1,0,0
2023-10-27,담하_담하 한우 불고기 정식,17,금,1,0,0
2023-10-28,담하_담하 한우 불고기 정식,56,토,0,1,0
2023-10-29,담하_담하 한우 불고기 정식,67,일,0,1,0
2023-10-30,담하_담하 한우 불고기 정식,101,월,1,0,0
2023-10-31,담하_담하 한우 불고기 정식,41,화,1,0,0
2023-11-01,담하_담하 한우 불고기 정식,16,수,1,0,0
2023-11-02,담하_담하 한우 불고기 정식,19,목,1,0,0
2023-11-03,담하_담하 한우 불고기 정식,27,금,1,0,0
2023-11-04,담하_담하 한우 불고기 정식,43,토,0,1,0
2023-11-05,담하_담하 한우 불고기 정식,21,일,0,1,0
2023-11-06,담하_담하 한우 불고기 정식,45,월,1,0,0
2023-11-07,담하_담하 한우 불고기 정식,15,화,1,0,0
2023-11-08,담하_담하 한우 불고기 정식,28,수,1,0,0
2023-11-09,담하_담하 한우 불고기 정식,47,목,1,0,0
2023-11-10,담하_담하 한우 불고기 정식,23,금,1,0,0
2023-11-11,담하_담하 한우 불고기 정식,30,토,0,1,0
2023-11-12,담하_담하 한우 불고기 정식,26,일,0,1,0
2023-11-13,담하_담하 한우 불고기 정식,52,월,1,0,0
2023-11-14,담하_담하 한우 불고기 정식,64,화,1,0,0
2023-11-15,담하_담하 한우 불고기 정식,24,수,1,0,0
2023-11-16,담하_담하 한우 불고기 정식,7,목,1,0,0
2023-11-17,담하_담하 한우 불고기 정식,2,금,1,0,0
2023-11-18,담하_담하 한우 불고기 정식,31,토,0,1,0
2023-11-19,담하_담하 한우 불고기 정식,44,일,0,1,0
2023-11-20,담하_담하 한우 불고기 정식,6,월,1,0,0
2023-11-21,담하_담하 한우 불고기 정식,11,화,1,0,0
2023-11-22,담하_담하 한우 불고기 정식,17,수,1,0,0
2023-11-23,담하_담하 한우 불고기 정식,23,목,1,0,0
2023-11-24,담하_담하 한우 불고기 정식,8,금,1,0,0
2023-11-25,담하_담하 한우 불고기 정식,13,토,0,1,0
2023-11-26,담하_담하 한우 불고기 정식,26,일,0,1,0
2023-11-27,담하_담하 한우 불고기 정식,0,월,1,0,0
2023-11-28,담하_담하 한우 불고기 정식,30,화,1,0,0
2023-11-29,담하_담하 한우 불고기 정식,4,수,1,0,0
2023-11-30,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-12-01,담하_담하 한우 불고기 정식,2,금,1,0,0
2023-12-02,담하_담하 한우 불고기 정식,4,토,0,1,0
2023-12-03,담하_담하 한우 불고기 정식,9,일,0,1,0
2023-12-04,담하_담하 한우 불고기 정식,4,월,1,0,0
2023-12-05,담하_담하 한우 불고기 정식,13,화,1,0,0
2023-12-06,담하_담하 한우 불고기 정식,10,수,1,0,0
2023-12-07,담하_담하 한우 불고기 정식,3,목,1,0,0
2023-12-08,담하_담하 한우 불고기 정식,3,금,1,0,0
2023-12-09,담하_담하 한우 불고기 정식,10,토,0,1,0
2023-12-10,담하_담하 한우 불고기 정식,2,일,0,1,0
2023-12-11,담하_담하 한우 불고기 정식,11,월,1,0,0
2023-12-12,담하_담하 한우 불고기 정식,5,화,1,0,0
2023-12-13,담하_담하 한우 불고기 정식,0,수,1,0,0
2023-12-14,담하_담하 한우 불고기 정식,0,목,1,0,0
2023-12-15,담하_담하 한우 불고기 정식,12,금,1,0,0
2023-12-16,담하_담하 한우 불고기 정식,9,토,0,1,0
2023-12-17,담하_담하 한우 불고기 정식,22,일,0,1,0
2023-12-18,담하_담하 한우 불고기 정식,10,월,1,0,0
2023-12-19,담하_담하 한우 불고기 정식,25,화,1,0,0
2023-12-20,담하_담하 한우 불고기 정식,17,수,1,0,0
2023-12-21,담하_담하 한우 불고기 정식,10,목,1,0,0
2023-12-22,담하_담하 한우 불고기 정식,20,금,1,0,0
2023-12-23,담하_담하 한우 불고기 정식,8,토,0,1,0
2023-12-24,담하_담하 한우 불고기 정식,28,일,0,1,0
2023-12-25,담하_담하 한우 불고기 정식,25,월,1,0,1
2023-12-26,담하_담하 한우 불고기 정식,25,화,1,0,0
2023-12-27,담하_담하 한우 불고기 정식,21,수,1,0,0
2023-12-28,담하_담하 한우 불고기 정식,28,목,1,0,0
2023-12-29,담하_담하 한우 불고기 정식,24,금,1,0,0
2023-12-30,담하_담하 한우 불고기 정식,61,토,0,1,0
2023-12-31,담하_담하 한우 불고기 정식,19,일,0,1,0
2024-01-01,담하_담하 한우 불고기 정식,33,월,1,0,1
2024-01-02,담하_담하 한우 불고기 정식,25,화,1,0,0
2024-01-03,담하_담하 한우 불고기 정식,13,수,1,0,0
2024-01-04,담하_담하 한우 불고기 정식,15,목,1,0,0
2024-01-05,담하_담하 한우 불고기 정식,14,금,1,0,0
2024-01-06,담하_담하 한우 불고기 정식,21,토,0,1,0
2024-01-07,담하_담하 한우 불고기 정식,24,일,0,1,0
2024-01-08,담하_담하 한우 불고기 정식,15,월,1,0,0
2024-01-09,담하_담하 한우 불고기 정식,30,화,1,0,0
2024-01-10,담하_담하 한우 불고기 정식,8,수,1,0,0
2024-01-11,담하_담하 한우 불고기 정식,16,목,1,0,0
2024-01-12,담하_담하 한우 불고기 정식,25,금,1,0,0
2024-01-13,담하_담하 한우 불고기 정식,62,토,0,1,0
2024-01-14,담하_담하 한우 불고기 정식,32,일,0,1,0
2024-01-15,담하_담하 한우 불고기 정식,24,월,1,0,0
2024-01-16,담하_담하 한우 불고기 정식,23,화,1,0,0
2024-01-17,담하_담하 한우 불고기 정식,24,수,1,0,0
2024-01-18,담하_담하 한우 불고기 정식,22,목,1,0,0
2024-01-19,담하_담하 한우 불고기 정식,15,금,1,0,0
2024-01-20,담하_담하 한우 불고기 정식,50,토,0,1,0
2024-01-21,담하_담하 한우 불고기 정식,27,일,0,1,0
2024-01-22,담하_담하 한우 불고기 정식,15,월,1,0,0
2024-01-23,담하_담하 한우 불고기 정식,17,화,1,0,0
2024-01-24,담하_담하 한우 불고기 정식,13,수,1,0,0
2024-01-25,담하_담하 한우 불고기 정식,8,목,1,0,0
2024-01-26,담하_담하 한우 불고기 정식,7,금,1,0,0
2024-01-27,담하_담하 한우 불고기 정식,18,토,0,1,0
2024-01-28,담하_담하 한우 불고기 정식,35,일,0,1,0
2024-01-29,담하_담하 한우 불고기 정식,27,월,1,0,0
2024-01-30,담하_담하 한우 불고기 정식,17,화,1,0,0
2024-01-31,담하_담하 한우 불고기 정식,19,수,1,0,0
2024-02-01,담하_담하 한우 불고기 정식,14,목,1,0,0
2024-02-02,담하_담하 한우 불고기 정식,14,금,1,0,0
2024-02-03,담하_담하 한우 불고기 정식,35,토,0,1,0
2024-02-04,담하_담하 한우 불고기 정식,28,일,0,1,0
2024-02-05,담하_담하 한우 불고기 정식,7,월,1,0,0
2024-02-06,담하_담하 한우 불고기 정식,4,화,1,0,0
2024-02-07,담하_담하 한우 불고기 정식,4,수,1,0,0
2024-02-08,담하_담하 한우 불고기 정식,9,목,1,0,0
2024-02-09,담하_담하 한우 불고기 정식,65,금,1,0,1
2024-02-10,담하_담하 한우 불고기 정식,45,토,0,1,1
2024-02-11,담하_담하 한우 불고기 정식,42,일,0,1,1
2024-02-12,담하_담하 한우 불고기 정식,31,월,1,0,1
2024-02-13,담하_담하 한우 불고기 정식,28,화,1,0,0
2024-02-14,담하_담하 한우 불고기 정식,2,수,1,0,0
2024-02-15,담하_담하 한우 불고기 정식,5,목,1,0,0
2024-02-16,담하_담하 한우 불고기 정식,15,금,1,0,0
2024-02-17,담하_담하 한우 불고기 정식,18,토,0,1,0
2024-02-18,담하_담하 한우 불고기 정식,35,일,0,1,0
2024-02-19,담하_담하 한우 불고기 정식,2,월,1,0,0
2024-02-20,담하_담하 한우 불고기 정식,23,화,1,0,0
2024-02-21,담하_담하 한우 불고기 정식,0,수,1,0,0
2024-02-22,담하_담하 한우 불고기 정식,6,목,1,0,0
2024-02-23,담하_담하 한우 불고기 정식,13,금,1,0,0
2024-02-24,담하_담하 한우 불고기 정식,38,토,0,1,0
2024-02-25,담하_담하 한우 불고기 정식,15,일,0,1,0
2024-02-26,담하_담하 한우 불고기 정식,12,월,1,0,0
2024-02-27,담하_담하 한우 불고기 정식,9,화,1,0,0
2024-02-28,담하_담하 한우 불고기 정식,10,수,1,0,0
2024-02-29,담하_담하 한우 불고기 정식,27,목,1,0,0
2024-03-01,담하_담하 한우 불고기 정식,23,금,1,0,1
