영업일자,매출수량,영업장명,메뉴명,월,요일,주중,주말,공휴일,연속된_공휴일_남은일수,성수기,시즌
2023-04-20,0,담하,(후식) 된장찌개,4,목요일,1,0,0,0.0,0,봄
2023-04-21,11,담하,(후식) 된장찌개,4,금요일,0,1,0,0.0,0,봄
2023-04-22,9,담하,(후식) 된장찌개,4,토요일,0,1,0,0.0,0,봄
2023-04-23,13,담하,(후식) 된장찌개,4,일요일,1,0,0,0.0,0,봄
2023-04-24,1,담하,(후식) 된장찌개,4,월요일,1,0,0,0.0,0,봄
2023-04-25,3,담하,(후식) 된장찌개,4,화요일,1,0,0,0.0,0,봄
2023-04-26,2,담하,(후식) 된장찌개,4,수요일,1,0,0,0.0,0,봄
2023-04-27,2,담하,(후식) 된장찌개,4,목요일,1,0,0,0.0,0,봄
2023-04-28,6,담하,(후식) 된장찌개,4,금요일,0,1,0,0.0,0,봄
2023-04-29,11,담하,(후식) 된장찌개,4,토요일,0,1,0,0.0,0,봄
2023-04-30,20,담하,(후식) 된장찌개,4,일요일,1,0,0,0.0,0,봄
2023-05-01,4,담하,(후식) 된장찌개,5,월요일,1,0,1,1.0,0,봄
2023-05-02,1,담하,(후식) 된장찌개,5,화요일,1,0,0,0.0,0,봄
2023-05-03,2,담하,(후식) 된장찌개,5,수요일,1,0,0,0.0,0,봄
2023-05-04,5,담하,(후식) 된장찌개,5,목요일,1,0,0,0.0,0,봄
2023-05-05,9,담하,(후식) 된장찌개,5,금요일,0,1,1,1.0,0,봄
2023-05-06,10,담하,(후식) 된장찌개,5,토요일,0,1,0,0.0,0,봄
2023-05-07,12,담하,(후식) 된장찌개,5,일요일,1,0,0,0.0,0,봄
2023-05-08,0,담하,(후식) 된장찌개,5,월요일,1,0,0,0.0,0,봄
2023-05-09,2,담하,(후식) 된장찌개,5,화요일,1,0,0,0.0,0,봄
2023-05-10,3,담하,(후식) 된장찌개,5,수요일,1,0,0,0.0,0,봄
2023-05-11,0,담하,(후식) 된장찌개,5,목요일,1,0,0,0.0,0,봄
2023-05-12,2,담하,(후식) 된장찌개,5,금요일,0,1,0,0.0,0,봄
2023-05-13,12,담하,(후식) 된장찌개,5,토요일,0,1,0,0.0,0,봄
2023-05-14,9,담하,(후식) 된장찌개,5,일요일,1,0,0,0.0,0,봄
2023-05-15,4,담하,(후식) 된장찌개,5,월요일,1,0,0,0.0,0,봄
2023-05-16,1,담하,(후식) 된장찌개,5,화요일,1,0,0,0.0,0,봄
2023-05-17,5,담하,(후식) 된장찌개,5,수요일,1,0,0,0.0,0,봄
2023-05-18,4,담하,(후식) 된장찌개,5,목요일,1,0,0,0.0,0,봄
2023-05-19,7,담하,(후식) 된장찌개,5,금요일,0,1,0,0.0,0,봄
2023-05-20,8,담하,(후식) 된장찌개,5,토요일,0,1,0,0.0,0,봄
2023-05-21,3,담하,(후식) 된장찌개,5,일요일,1,0,0,0.0,0,봄
2023-05-22,1,담하,(후식) 된장찌개,5,월요일,1,0,0,0.0,0,봄
2023-05-23,7,담하,(후식) 된장찌개,5,화요일,1,0,0,0.0,0,봄
2023-05-24,0,담하,(후식) 된장찌개,5,수요일,1,0,0,0.0,0,봄
2023-05-25,7,담하,(후식) 된장찌개,5,목요일,1,0,0,0.0,0,봄
2023-05-26,5,담하,(후식) 된장찌개,5,금요일,0,1,0,0.0,0,봄
2023-05-27,4,담하,(후식) 된장찌개,5,토요일,0,1,1,1.0,0,봄
2023-05-28,8,담하,(후식) 된장찌개,5,일요일,1,0,0,0.0,0,봄
2023-05-29,6,담하,(후식) 된장찌개,5,월요일,1,0,0,0.0,0,봄
2023-05-30,0,담하,(후식) 된장찌개,5,화요일,1,0,0,0.0,0,봄
2023-05-31,0,담하,(후식) 된장찌개,5,수요일,1,0,0,0.0,0,봄
2023-06-01,2,담하,(후식) 된장찌개,6,목요일,1,0,0,0.0,0,여름
2023-06-02,5,담하,(후식) 된장찌개,6,금요일,0,1,0,0.0,0,여름
2023-06-03,9,담하,(후식) 된장찌개,6,토요일,0,1,0,0.0,0,여름
2023-06-04,8,담하,(후식) 된장찌개,6,일요일,1,0,0,0.0,0,여름
2023-06-05,6,담하,(후식) 된장찌개,6,월요일,1,0,0,0.0,0,여름
2023-06-06,4,담하,(후식) 된장찌개,6,화요일,1,0,1,1.0,0,여름
2023-06-07,2,담하,(후식) 된장찌개,6,수요일,1,0,0,0.0,0,여름
2023-06-08,2,담하,(후식) 된장찌개,6,목요일,1,0,0,0.0,0,여름
2023-06-09,6,담하,(후식) 된장찌개,6,금요일,0,1,0,0.0,0,여름
2023-06-10,6,담하,(후식) 된장찌개,6,토요일,0,1,0,0.0,0,여름
2023-06-11,1,담하,(후식) 된장찌개,6,일요일,1,0,0,0.0,0,여름
2023-06-12,1,담하,(후식) 된장찌개,6,월요일,1,0,0,0.0,0,여름
2023-06-13,1,담하,(후식) 된장찌개,6,화요일,1,0,0,0.0,0,여름
2023-06-14,2,담하,(후식) 된장찌개,6,수요일,1,0,0,0.0,0,여름
2023-06-15,0,담하,(후식) 된장찌개,6,목요일,1,0,0,0.0,0,여름
2023-06-16,5,담하,(후식) 된장찌개,6,금요일,0,1,0,0.0,0,여름
2023-06-17,4,담하,(후식) 된장찌개,6,토요일,0,1,0,0.0,0,여름
2023-06-18,1,담하,(후식) 된장찌개,6,일요일,1,0,0,0.0,0,여름
2023-06-19,0,담하,(후식) 된장찌개,6,월요일,1,0,0,0.0,0,여름
2023-06-20,1,담하,(후식) 된장찌개,6,화요일,1,0,0,0.0,0,여름
2023-06-21,0,담하,(후식) 된장찌개,6,수요일,1,0,0,0.0,0,여름
2023-06-22,2,담하,(후식) 된장찌개,6,목요일,1,0,0,0.0,0,여름
2023-06-23,4,담하,(후식) 된장찌개,6,금요일,0,1,0,0.0,0,여름
2023-06-24,2,담하,(후식) 된장찌개,6,토요일,0,1,0,0.0,0,여름
2023-06-25,0,담하,(후식) 된장찌개,6,일요일,1,0,0,0.0,0,여름
2023-06-26,0,담하,(후식) 된장찌개,6,월요일,1,0,0,0.0,0,여름
2023-06-27,0,담하,(후식) 된장찌개,6,화요일,1,0,0,0.0,0,여름
2023-06-28,1,담하,(후식) 된장찌개,6,수요일,1,0,0,0.0,0,여름
2023-06-29,2,담하,(후식) 된장찌개,6,목요일,1,0,0,0.0,0,여름
2023-06-30,3,담하,(후식) 된장찌개,6,금요일,0,1,0,0.0,0,여름
2023-07-01,8,담하,(후식) 된장찌개,7,토요일,0,1,0,0.0,0,여름
2023-07-02,0,담하,(후식) 된장찌개,7,일요일,1,0,0,0.0,0,여름
2023-07-03,2,담하,(후식) 된장찌개,7,월요일,1,0,0,0.0,0,여름
2023-07-04,1,담하,(후식) 된장찌개,7,화요일,1,0,0,0.0,0,여름
2023-07-05,0,담하,(후식) 된장찌개,7,수요일,1,0,0,0.0,0,여름
2023-07-06,0,담하,(후식) 된장찌개,7,목요일,1,0,0,0.0,0,여름
2023-07-07,3,담하,(후식) 된장찌개,7,금요일,0,1,0,0.0,0,여름
2023-07-08,11,담하,(후식) 된장찌개,7,토요일,0,1,0,0.0,0,여름
2023-07-09,0,담하,(후식) 된장찌개,7,일요일,1,0,0,0.0,0,여름
2023-07-10,0,담하,(후식) 된장찌개,7,월요일,1,0,0,0.0,0,여름
2023-07-11,0,담하,(후식) 된장찌개,7,화요일,1,0,0,0.0,0,여름
2023-07-12,0,담하,(후식) 된장찌개,7,수요일,1,0,0,0.0,0,여름
2023-07-13,3,담하,(후식) 된장찌개,7,목요일,1,0,0,0.0,0,여름
2023-07-14,13,담하,(후식) 된장찌개,7,금요일,0,1,0,0.0,0,여름
2023-07-15,7,담하,(후식) 된장찌개,7,토요일,0,1,0,0.0,0,여름
2023-07-16,6,담하,(후식) 된장찌개,7,일요일,1,0,0,0.0,0,여름
2023-07-17,1,담하,(후식) 된장찌개,7,월요일,1,0,0,0.0,0,여름
2023-07-18,1,담하,(후식) 된장찌개,7,화요일,1,0,0,0.0,0,여름
2023-07-19,3,담하,(후식) 된장찌개,7,수요일,1,0,0,0.0,0,여름
2023-07-20,0,담하,(후식) 된장찌개,7,목요일,1,0,0,0.0,0,여름
2023-07-21,10,담하,(후식) 된장찌개,7,금요일,0,1,0,0.0,0,여름
2023-07-22,2,담하,(후식) 된장찌개,7,토요일,0,1,0,0.0,0,여름
2023-07-23,1,담하,(후식) 된장찌개,7,일요일,1,0,0,0.0,0,여름
2023-07-24,2,담하,(후식) 된장찌개,7,월요일,1,0,0,0.0,0,여름
2023-07-25,5,담하,(후식) 된장찌개,7,화요일,1,0,0,0.0,0,여름
2023-07-26,0,담하,(후식) 된장찌개,7,수요일,1,0,0,0.0,0,여름
2023-07-27,4,담하,(후식) 된장찌개,7,목요일,1,0,0,0.0,0,여름
2023-07-28,8,담하,(후식) 된장찌개,7,금요일,0,1,0,0.0,0,여름
2023-07-29,10,담하,(후식) 된장찌개,7,토요일,0,1,0,0.0,0,여름
2023-07-30,10,담하,(후식) 된장찌개,7,일요일,1,0,0,0.0,0,여름
2023-07-31,9,담하,(후식) 된장찌개,7,월요일,1,0,0,0.0,0,여름
2023-08-01,6,담하,(후식) 된장찌개,8,화요일,1,0,0,0.0,0,여름
2023-08-02,3,담하,(후식) 된장찌개,8,수요일,1,0,0,0.0,0,여름
2023-08-03,5,담하,(후식) 된장찌개,8,목요일,1,0,0,0.0,0,여름
2023-08-04,5,담하,(후식) 된장찌개,8,금요일,0,1,0,0.0,0,여름
2023-08-05,10,담하,(후식) 된장찌개,8,토요일,0,1,0,0.0,0,여름
2023-08-06,5,담하,(후식) 된장찌개,8,일요일,1,0,0,0.0,0,여름
2023-08-07,3,담하,(후식) 된장찌개,8,월요일,1,0,0,0.0,0,여름
2023-08-08,4,담하,(후식) 된장찌개,8,화요일,1,0,0,0.0,0,여름
2023-08-09,0,담하,(후식) 된장찌개,8,수요일,1,0,0,0.0,0,여름
2023-08-10,1,담하,(후식) 된장찌개,8,목요일,1,0,0,0.0,0,여름
2023-08-11,3,담하,(후식) 된장찌개,8,금요일,0,1,0,0.0,0,여름
2023-08-12,3,담하,(후식) 된장찌개,8,토요일,0,1,0,0.0,0,여름
2023-08-13,6,담하,(후식) 된장찌개,8,일요일,1,0,0,0.0,0,여름
2023-08-14,12,담하,(후식) 된장찌개,8,월요일,1,0,0,0.0,0,여름
2023-08-15,4,담하,(후식) 된장찌개,8,화요일,1,0,1,1.0,0,여름
2023-08-16,4,담하,(후식) 된장찌개,8,수요일,1,0,0,0.0,0,여름
2023-08-17,1,담하,(후식) 된장찌개,8,목요일,1,0,0,0.0,0,여름
2023-08-18,3,담하,(후식) 된장찌개,8,금요일,0,1,0,0.0,0,여름
2023-08-19,4,담하,(후식) 된장찌개,8,토요일,0,1,0,0.0,0,여름
2023-08-20,4,담하,(후식) 된장찌개,8,일요일,1,0,0,0.0,0,여름
2023-08-21,1,담하,(후식) 된장찌개,8,월요일,1,0,0,0.0,0,여름
2023-08-22,1,담하,(후식) 된장찌개,8,화요일,1,0,0,0.0,0,여름
2023-08-23,1,담하,(후식) 된장찌개,8,수요일,1,0,0,0.0,0,여름
2023-08-24,2,담하,(후식) 된장찌개,8,목요일,1,0,0,0.0,0,여름
2023-08-25,3,담하,(후식) 된장찌개,8,금요일,0,1,0,0.0,0,여름
2023-08-26,5,담하,(후식) 된장찌개,8,토요일,0,1,0,0.0,0,여름
2023-08-27,2,담하,(후식) 된장찌개,8,일요일,1,0,0,0.0,0,여름
2023-08-28,0,담하,(후식) 된장찌개,8,월요일,1,0,0,0.0,0,여름
2023-08-29,1,담하,(후식) 된장찌개,8,화요일,1,0,0,0.0,0,여름
2023-08-30,1,담하,(후식) 된장찌개,8,수요일,1,0,0,0.0,0,여름
2023-08-31,4,담하,(후식) 된장찌개,8,목요일,1,0,0,0.0,0,여름
2023-09-01,7,담하,(후식) 된장찌개,9,금요일,0,1,0,0.0,0,가을
2023-09-02,9,담하,(후식) 된장찌개,9,토요일,0,1,0,0.0,0,가을
2023-09-03,3,담하,(후식) 된장찌개,9,일요일,1,0,0,0.0,0,가을
2023-09-04,0,담하,(후식) 된장찌개,9,월요일,1,0,0,0.0,0,가을
2023-09-05,0,담하,(후식) 된장찌개,9,화요일,1,0,0,0.0,0,가을
2023-09-06,0,담하,(후식) 된장찌개,9,수요일,1,0,0,0.0,0,가을
2023-09-07,0,담하,(후식) 된장찌개,9,목요일,1,0,0,0.0,0,가을
2023-09-08,0,담하,(후식) 된장찌개,9,금요일,0,1,0,0.0,0,가을
2023-09-09,2,담하,(후식) 된장찌개,9,토요일,0,1,0,0.0,0,가을
2023-09-10,3,담하,(후식) 된장찌개,9,일요일,1,0,0,0.0,0,가을
2023-09-11,3,담하,(후식) 된장찌개,9,월요일,1,0,0,0.0,0,가을
2023-09-12,0,담하,(후식) 된장찌개,9,화요일,1,0,0,0.0,0,가을
2023-09-13,0,담하,(후식) 된장찌개,9,수요일,1,0,0,0.0,0,가을
2023-09-14,1,담하,(후식) 된장찌개,9,목요일,1,0,0,0.0,0,가을
2023-09-15,2,담하,(후식) 된장찌개,9,금요일,0,1,0,0.0,0,가을
2023-09-16,7,담하,(후식) 된장찌개,9,토요일,0,1,0,0.0,0,가을
2023-09-17,6,담하,(후식) 된장찌개,9,일요일,1,0,0,0.0,0,가을
2023-09-18,0,담하,(후식) 된장찌개,9,월요일,1,0,0,0.0,0,가을
2023-09-19,0,담하,(후식) 된장찌개,9,화요일,1,0,0,0.0,0,가을
2023-09-20,2,담하,(후식) 된장찌개,9,수요일,1,0,0,0.0,0,가을
2023-09-21,0,담하,(후식) 된장찌개,9,목요일,1,0,0,0.0,0,가을
2023-09-22,4,담하,(후식) 된장찌개,9,금요일,0,1,0,0.0,0,가을
2023-09-23,5,담하,(후식) 된장찌개,9,토요일,0,1,0,0.0,0,가을
2023-09-24,1,담하,(후식) 된장찌개,9,일요일,1,0,0,0.0,0,가을
2023-09-25,0,담하,(후식) 된장찌개,9,월요일,1,0,0,0.0,0,가을
2023-09-26,1,담하,(후식) 된장찌개,9,화요일,1,0,0,0.0,0,가을
2023-09-27,6,담하,(후식) 된장찌개,9,수요일,1,0,0,0.0,0,가을
2023-09-28,14,담하,(후식) 된장찌개,9,목요일,1,0,1,2.0,0,가을
2023-09-29,15,담하,(후식) 된장찌개,9,금요일,0,1,1,2.0,0,가을
2023-09-30,6,담하,(후식) 된장찌개,9,토요일,0,1,1,1.0,0,가을
2023-10-01,4,담하,(후식) 된장찌개,10,일요일,1,0,0,0.0,0,가을
2023-10-02,9,담하,(후식) 된장찌개,10,월요일,1,0,1,2.0,0,가을
2023-10-03,4,담하,(후식) 된장찌개,10,화요일,1,0,1,1.0,0,가을
2023-10-04,2,담하,(후식) 된장찌개,10,수요일,1,0,0,0.0,0,가을
2023-10-05,1,담하,(후식) 된장찌개,10,목요일,1,0,0,0.0,0,가을
2023-10-06,9,담하,(후식) 된장찌개,10,금요일,0,1,0,0.0,0,가을
2023-10-07,3,담하,(후식) 된장찌개,10,토요일,0,1,0,0.0,0,가을
2023-10-08,11,담하,(후식) 된장찌개,10,일요일,1,0,0,0.0,0,가을
2023-10-09,9,담하,(후식) 된장찌개,10,월요일,1,0,1,1.0,0,가을
2023-10-10,0,담하,(후식) 된장찌개,10,화요일,1,0,0,0.0,0,가을
2023-10-11,2,담하,(후식) 된장찌개,10,수요일,1,0,0,0.0,0,가을
2023-10-12,0,담하,(후식) 된장찌개,10,목요일,1,0,0,0.0,0,가을
2023-10-13,3,담하,(후식) 된장찌개,10,금요일,0,1,0,0.0,0,가을
2023-10-14,19,담하,(후식) 된장찌개,10,토요일,0,1,0,0.0,0,가을
2023-10-15,3,담하,(후식) 된장찌개,10,일요일,1,0,0,0.0,0,가을
2023-10-16,1,담하,(후식) 된장찌개,10,월요일,1,0,0,0.0,0,가을
2023-10-17,1,담하,(후식) 된장찌개,10,화요일,1,0,0,0.0,0,가을
2023-10-18,3,담하,(후식) 된장찌개,10,수요일,1,0,0,0.0,0,가을
2023-10-19,3,담하,(후식) 된장찌개,10,목요일,1,0,0,0.0,0,가을
2023-10-20,3,담하,(후식) 된장찌개,10,금요일,0,1,0,0.0,0,가을
2023-10-21,3,담하,(후식) 된장찌개,10,토요일,0,1,0,0.0,0,가을
2023-10-22,6,담하,(후식) 된장찌개,10,일요일,1,0,0,0.0,0,가을
2023-10-23,2,담하,(후식) 된장찌개,10,월요일,1,0,0,0.0,0,가을
2023-10-24,4,담하,(후식) 된장찌개,10,화요일,1,0,0,0.0,0,가을
2023-10-25,6,담하,(후식) 된장찌개,10,수요일,1,0,0,0.0,0,가을
2023-10-26,3,담하,(후식) 된장찌개,10,목요일,1,0,0,0.0,0,가을
2023-10-27,2,담하,(후식) 된장찌개,10,금요일,0,1,0,0.0,0,가을
2023-10-28,6,담하,(후식) 된장찌개,10,토요일,0,1,0,0.0,0,가을
2023-10-29,14,담하,(후식) 된장찌개,10,일요일,1,0,0,0.0,0,가을
2023-10-30,3,담하,(후식) 된장찌개,10,월요일,1,0,0,0.0,0,가을
2023-10-31,8,담하,(후식) 된장찌개,10,화요일,1,0,0,0.0,0,가을
2023-11-01,5,담하,(후식) 된장찌개,11,수요일,1,0,0,0.0,0,가을
2023-11-02,4,담하,(후식) 된장찌개,11,목요일,1,0,0,0.0,0,가을
2023-11-03,10,담하,(후식) 된장찌개,11,금요일,0,1,0,0.0,0,가을
2023-11-04,11,담하,(후식) 된장찌개,11,토요일,0,1,0,0.0,0,가을
2023-11-05,8,담하,(후식) 된장찌개,11,일요일,1,0,0,0.0,0,가을
2023-11-06,3,담하,(후식) 된장찌개,11,월요일,1,0,0,0.0,0,가을
2023-11-07,7,담하,(후식) 된장찌개,11,화요일,1,0,0,0.0,0,가을
2023-11-08,11,담하,(후식) 된장찌개,11,수요일,1,0,0,0.0,0,가을
2023-11-09,2,담하,(후식) 된장찌개,11,목요일,1,0,0,0.0,0,가을
2023-11-10,6,담하,(후식) 된장찌개,11,금요일,0,1,0,0.0,0,가을
2023-11-11,9,담하,(후식) 된장찌개,11,토요일,0,1,0,0.0,0,가을
2023-11-12,12,담하,(후식) 된장찌개,11,일요일,1,0,0,0.0,0,가을
2023-11-13,6,담하,(후식) 된장찌개,11,월요일,1,0,0,0.0,0,가을
2023-11-14,14,담하,(후식) 된장찌개,11,화요일,1,0,0,0.0,0,가을
2023-11-15,3,담하,(후식) 된장찌개,11,수요일,1,0,0,0.0,0,가을
2023-11-16,1,담하,(후식) 된장찌개,11,목요일,1,0,0,0.0,0,가을
2023-11-17,5,담하,(후식) 된장찌개,11,금요일,0,1,0,0.0,0,가을
2023-11-18,14,담하,(후식) 된장찌개,11,토요일,0,1,0,0.0,0,가을
2023-11-19,3,담하,(후식) 된장찌개,11,일요일,1,0,0,0.0,0,가을
2023-11-20,3,담하,(후식) 된장찌개,11,월요일,1,0,0,0.0,0,가을
2023-11-21,0,담하,(후식) 된장찌개,11,화요일,1,0,0,0.0,0,가을
2023-11-22,0,담하,(후식) 된장찌개,11,수요일,1,0,0,0.0,0,가을
2023-11-23,4,담하,(후식) 된장찌개,11,목요일,1,0,0,0.0,0,가을
2023-11-24,5,담하,(후식) 된장찌개,11,금요일,0,1,0,0.0,0,가을
2023-11-25,12,담하,(후식) 된장찌개,11,토요일,0,1,0,0.0,0,가을
2023-11-26,0,담하,(후식) 된장찌개,11,일요일,1,0,0,0.0,0,가을
2023-11-27,3,담하,(후식) 된장찌개,11,월요일,1,0,0,0.0,0,가을
2023-11-28,0,담하,(후식) 된장찌개,11,화요일,1,0,0,0.0,0,가을
2023-11-29,0,담하,(후식) 된장찌개,11,수요일,1,0,0,0.0,0,가을
2023-11-30,0,담하,(후식) 된장찌개,11,목요일,1,0,0,0.0,0,가을
2023-12-01,2,담하,(후식) 된장찌개,12,금요일,0,1,0,0.0,0,겨울
2023-12-02,4,담하,(후식) 된장찌개,12,토요일,0,1,0,0.0,0,겨울
2023-12-03,4,담하,(후식) 된장찌개,12,일요일,1,0,0,0.0,0,겨울
2023-12-04,0,담하,(후식) 된장찌개,12,월요일,1,0,0,0.0,0,겨울
2023-12-05,1,담하,(후식) 된장찌개,12,화요일,1,0,0,0.0,0,겨울
2023-12-06,1,담하,(후식) 된장찌개,12,수요일,1,0,0,0.0,0,겨울
2023-12-07,1,담하,(후식) 된장찌개,12,목요일,1,0,0,0.0,0,겨울
2023-12-08,1,담하,(후식) 된장찌개,12,금요일,0,1,0,0.0,0,겨울
2023-12-09,6,담하,(후식) 된장찌개,12,토요일,0,1,0,0.0,0,겨울
2023-12-10,1,담하,(후식) 된장찌개,12,일요일,1,0,0,0.0,0,겨울
2023-12-11,1,담하,(후식) 된장찌개,12,월요일,1,0,0,0.0,0,겨울
2023-12-12,0,담하,(후식) 된장찌개,12,화요일,1,0,0,0.0,0,겨울
2023-12-13,1,담하,(후식) 된장찌개,12,수요일,1,0,0,0.0,0,겨울
2023-12-14,2,담하,(후식) 된장찌개,12,목요일,1,0,0,0.0,0,겨울
2023-12-15,5,담하,(후식) 된장찌개,12,금요일,0,1,0,0.0,1,겨울
2023-12-16,1,담하,(후식) 된장찌개,12,토요일,0,1,0,0.0,1,겨울
2023-12-17,1,담하,(후식) 된장찌개,12,일요일,1,0,0,0.0,1,겨울
2023-12-18,2,담하,(후식) 된장찌개,12,월요일,1,0,0,0.0,1,겨울
2023-12-19,4,담하,(후식) 된장찌개,12,화요일,1,0,0,0.0,1,겨울
2023-12-20,1,담하,(후식) 된장찌개,12,수요일,1,0,0,0.0,1,겨울
2023-12-21,8,담하,(후식) 된장찌개,12,목요일,1,0,0,0.0,1,겨울
2023-12-22,3,담하,(후식) 된장찌개,12,금요일,0,1,0,0.0,1,겨울
2023-12-23,4,담하,(후식) 된장찌개,12,토요일,0,1,0,0.0,1,겨울
2023-12-24,12,담하,(후식) 된장찌개,12,일요일,1,0,0,0.0,1,겨울
2023-12-25,8,담하,(후식) 된장찌개,12,월요일,1,0,1,1.0,1,겨울
2023-12-26,5,담하,(후식) 된장찌개,12,화요일,1,0,0,0.0,1,겨울
2023-12-27,5,담하,(후식) 된장찌개,12,수요일,1,0,0,0.0,1,겨울
2023-12-28,8,담하,(후식) 된장찌개,12,목요일,1,0,0,0.0,1,겨울
2023-12-29,4,담하,(후식) 된장찌개,12,금요일,0,1,0,0.0,1,겨울
2023-12-30,6,담하,(후식) 된장찌개,12,토요일,0,1,0,0.0,1,겨울
2023-12-31,10,담하,(후식) 된장찌개,12,일요일,1,0,0,0.0,1,겨울
2024-01-01,3,담하,(후식) 된장찌개,1,월요일,1,0,1,1.0,1,겨울
2024-01-02,2,담하,(후식) 된장찌개,1,화요일,1,0,0,0.0,1,겨울
2024-01-03,7,담하,(후식) 된장찌개,1,수요일,1,0,0,0.0,1,겨울
2024-01-04,5,담하,(후식) 된장찌개,1,목요일,1,0,0,0.0,1,겨울
2024-01-05,6,담하,(후식) 된장찌개,1,금요일,0,1,0,0.0,1,겨울
2024-01-06,2,담하,(후식) 된장찌개,1,토요일,0,1,0,0.0,1,겨울
2024-01-07,1,담하,(후식) 된장찌개,1,일요일,1,0,0,0.0,1,겨울
2024-01-08,0,담하,(후식) 된장찌개,1,월요일,1,0,0,0.0,1,겨울
2024-01-09,3,담하,(후식) 된장찌개,1,화요일,1,0,0,0.0,1,겨울
2024-01-10,0,담하,(후식) 된장찌개,1,수요일,1,0,0,0.0,1,겨울
2024-01-11,1,담하,(후식) 된장찌개,1,목요일,1,0,0,0.0,1,겨울
2024-01-12,3,담하,(후식) 된장찌개,1,금요일,0,1,0,0.0,1,겨울
2024-01-13,4,담하,(후식) 된장찌개,1,토요일,0,1,0,0.0,1,겨울
2024-01-14,2,담하,(후식) 된장찌개,1,일요일,1,0,0,0.0,1,겨울
2024-01-15,0,담하,(후식) 된장찌개,1,월요일,1,0,0,0.0,1,겨울
2024-01-16,2,담하,(후식) 된장찌개,1,화요일,1,0,0,0.0,1,겨울
2024-01-17,1,담하,(후식) 된장찌개,1,수요일,1,0,0,0.0,1,겨울
2024-01-18,0,담하,(후식) 된장찌개,1,목요일,1,0,0,0.0,1,겨울
2024-01-19,2,담하,(후식) 된장찌개,1,금요일,0,1,0,0.0,1,겨울
2024-01-20,3,담하,(후식) 된장찌개,1,토요일,0,1,0,0.0,1,겨울
2024-01-21,2,담하,(후식) 된장찌개,1,일요일,1,0,0,0.0,1,겨울
2024-01-22,1,담하,(후식) 된장찌개,1,월요일,1,0,0,0.0,1,겨울
2024-01-23,1,담하,(후식) 된장찌개,1,화요일,1,0,0,0.0,1,겨울
2024-01-24,5,담하,(후식) 된장찌개,1,수요일,1,0,0,0.0,1,겨울
2024-01-25,0,담하,(후식) 된장찌개,1,목요일,1,0,0,0.0,1,겨울
2024-01-26,1,담하,(후식) 된장찌개,1,금요일,0,1,0,0.0,1,겨울
2024-01-27,1,담하,(후식) 된장찌개,1,토요일,0,1,0,0.0,1,겨울
2024-01-28,5,담하,(후식) 된장찌개,1,일요일,1,0,0,0.0,1,겨울
2024-01-29,2,담하,(후식) 된장찌개,1,월요일,1,0,0,0.0,1,겨울
2024-01-30,1,담하,(후식) 된장찌개,1,화요일,1,0,0,0.0,1,겨울
2024-01-31,5,담하,(후식) 된장찌개,1,수요일,1,0,0,0.0,1,겨울
2024-02-01,1,담하,(후식) 된장찌개,2,목요일,1,0,0,0.0,1,겨울
2024-02-02,5,담하,(후식) 된장찌개,2,금요일,0,1,0,0.0,1,겨울
2024-02-03,6,담하,(후식) 된장찌개,2,토요일,0,1,0,0.0,1,겨울
2024-02-04,2,담하,(후식) 된장찌개,2,일요일,1,0,0,0.0,1,겨울
2024-02-05,1,담하,(후식) 된장찌개,2,월요일,1,0,0,0.0,1,겨울
2024-02-06,0,담하,(후식) 된장찌개,2,화요일,1,0,0,0.0,1,겨울
2024-02-07,0,담하,(후식) 된장찌개,2,수요일,1,0,0,0.0,1,겨울
2024-02-08,9,담하,(후식) 된장찌개,2,목요일,1,0,0,0.0,1,겨울
2024-02-09,22,담하,(후식) 된장찌개,2,금요일,0,1,1,2.0,1,겨울
2024-02-10,12,담하,(후식) 된장찌개,2,토요일,0,1,1,2.0,1,겨울
2024-02-11,3,담하,(후식) 된장찌개,2,일요일,1,0,1,2.0,1,겨울
2024-02-12,6,담하,(후식) 된장찌개,2,월요일,1,0,1,1.0,1,겨울
2024-02-13,0,담하,(후식) 된장찌개,2,화요일,1,0,0,0.0,1,겨울
2024-02-14,3,담하,(후식) 된장찌개,2,수요일,1,0,0,0.0,1,겨울
2024-02-15,1,담하,(후식) 된장찌개,2,목요일,1,0,0,0.0,1,겨울
2024-02-16,0,담하,(후식) 된장찌개,2,금요일,0,1,0,0.0,1,겨울
2024-02-17,6,담하,(후식) 된장찌개,2,토요일,0,1,0,0.0,1,겨울
2024-02-18,2,담하,(후식) 된장찌개,2,일요일,1,0,0,0.0,1,겨울
2024-02-19,0,담하,(후식) 된장찌개,2,월요일,1,0,0,0.0,1,겨울
2024-02-20,0,담하,(후식) 된장찌개,2,화요일,1,0,0,0.0,1,겨울
2024-02-21,1,담하,(후식) 된장찌개,2,수요일,1,0,0,0.0,1,겨울
2024-02-22,1,담하,(후식) 된장찌개,2,목요일,1,0,0,0.0,1,겨울
2024-02-23,1,담하,(후식) 된장찌개,2,금요일,0,1,0,0.0,1,겨울
2024-02-24,5,담하,(후식) 된장찌개,2,토요일,0,1,0,0.0,1,겨울
2024-02-25,10,담하,(후식) 된장찌개,2,일요일,1,0,0,0.0,1,겨울
2024-02-26,0,담하,(후식) 된장찌개,2,월요일,1,0,0,0.0,1,겨울
2024-02-27,2,담하,(후식) 된장찌개,2,화요일,1,0,0,0.0,1,겨울
